appointmentId,inspectionStartTime,year,month,engineTransmission_battery_value,engineTransmission_engineoilLevelDipstick_value,engineTransmission_engineOil,engineTransmission_engine_value,engineTransmission_coolant_value,engineTransmission_engineMounting_value,engineTransmission_engineSound_value,engineTransmission_exhaustSmoke_value,engineTransmission_engineBlowByBackCompression_value,engineTransmission_clutch_value,engineTransmission_gearShifting_value,fuel_type,odometer_reading,rating_engineTransmission
aj_10771,2019-03-20 15:15:55,2007,5,1,1,0,1,0,1,0,1,0,0,1,Petrol,0.0399020399020399,3.0
aj_10772,2019-04-02 10:18:25,2014,6,1,1,0,1,1,1,1,1,1,1,1,Petrol,0.07475907475907476,4.0
aj_10773,2019-04-11 14:46:33,2011,3,0,1,0,0,0,0,0,1,1,0,0,Petrol,0.049945049945049946,2.0
aj_10774,2019-03-04 11:54:50,2014,1,1,1,0,1,0,1,0,1,1,1,1,Diesel,0.05825805825805826,3.5
aj_10775,2019-03-10 13:07:48,2013,10,0,1,0,1,1,0,0,1,1,1,1,Diesel,0.06246606246606247,4.0
aj_10776,2019-03-07 12:39:18,2012,3,1,1,0,0,1,0,0,1,0,0,0,Diesel,0.10303410303410303,3.5
aj_10777,2019-03-01 10:13:25,2007,8,1,1,0,0,0,1,0,0,1,1,1,Petrol + CNG,0.17001917001917002,3.5
aj_10778,2019-01-23 15:31:55,2008,2,1,0,0,0,1,0,0,0,1,0,0,Petrol + CNG,0.06772506772506773,3.5
aj_10779,2019-01-27 12:05:20,2007,8,1,1,0,1,1,0,0,1,1,1,1,Petrol,0.0816970816970817,3.5
aj_10780,2019-01-23 12:15:41,2012,6,1,1,0,1,0,0,0,1,1,1,1,Diesel,0.05306805306805307,3.5
aj_10781,2019-04-02 18:16:48,2007,6,1,1,0,1,0,1,0,1,1,0,1,Petrol,0.06542206542206543,4.0
aj_10782,2019-03-31 12:26:59,2004,9,1,1,0,1,1,0,0,0,1,0,1,Petrol,0.13125213125213125,4.0
aj_10783,2019-03-31 10:54:07,2008,7,0,1,0,0,0,1,0,0,1,0,1,Petrol + CNG,0.06886506886506887,3.0
aj_10784,2019-04-05 12:50:16,2017,8,1,1,0,1,1,1,1,1,1,1,1,Petrol,0.0135990135990136,4.5
aj_10785,2019-02-12 11:40:08,2010,3,0,1,0,1,0,1,0,1,1,1,1,Petrol,0.07974107974107975,4.0
aj_10786,2019-02-09 12:15:29,2018,2,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.004337004337004337,5.0
aj_10787,2019-02-01 16:07:01,2017,3,1,1,0,1,1,1,1,1,1,1,1,Petrol,0.008953008953008953,4.5
aj_10788,2019-03-27 14:46:27,2013,1,1,1,1,1,1,1,0,1,1,1,1,Diesel,0.08506608506608507,4.5
aj_10789,2019-03-24 15:02:31,2013,12,0,1,0,0,0,1,0,1,1,0,1,Petrol + CNG,0.05111005111005111,3.5
aj_10790,2019-03-02 12:04:47,2010,9,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.08699408699408699,4.0
aj_10791,2019-02-21 11:59:33,2011,9,1,1,1,1,1,1,0,1,1,0,1,Petrol + CNG,0.03113803113803114,3.0
aj_10792,2019-03-09 15:06:31,2012,2,1,1,0,1,1,1,0,1,1,0,1,Petrol,0.03715703715703716,4.0
aj_10793,2019-01-27 18:48:18,2004,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.15534115534115533,1.0
aj_10794,2019-01-17 17:13:17,2005,1,1,1,0,1,0,1,0,1,1,1,0,Petrol,0.07372107372107373,3.5
aj_10795,2019-01-24 16:06:06,2011,11,1,1,0,0,1,1,0,0,0,0,1,Petrol + CNG,0.07961207961207961,3.5
aj_10796,2019-01-19 12:58:35,2011,6,1,1,1,0,1,1,0,1,1,1,1,Petrol,0.09987209987209987,4.0
aj_10797,2019-01-24 14:13:33,2017,10,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.008613008613008613,5.0
aj_10798,2019-01-23 11:28:17,2015,1,1,1,0,0,1,1,0,0,1,1,1,Diesel,0.13741513741513742,3.0
aj_10799,2019-01-24 14:53:49,2017,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.023701023701023703,5.0
aj_10800,2019-01-29 16:12:00,2015,5,1,1,0,1,1,0,0,1,1,0,1,Petrol,0.07226607226607226,4.0
aj_10801,2019-01-17 10:10:25,2014,5,1,1,0,1,1,0,0,1,1,1,1,Diesel,0.06511906511906512,4.0
aj_10802,2019-01-29 16:08:12,2015,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.018896018896018895,5.0
aj_10803,2019-01-13 14:03:17,2010,1,1,1,0,0,1,1,1,1,1,0,1,Petrol,0.03175803175803176,4.0
aj_10804,2019-04-11 16:09:42,2015,4,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.020555020555020554,5.0
aj_10805,2019-03-31 15:44:27,2015,2,1,1,1,1,1,1,0,1,1,1,1,Petrol,0.052423052423052424,4.0
aj_10806,2019-01-25 14:00:05,2007,12,1,1,0,1,1,0,0,1,1,0,1,Petrol,0.06131906131906132,4.5
aj_10807,2019-01-12 16:30:59,2008,8,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.06974306974306975,1.0
aj_10808,2019-02-05 11:14:23,2009,1,1,1,0,1,0,0,0,0,1,0,1,Diesel,0.12783812783812784,3.5
aj_10809,2019-03-26 09:58:37,2012,6,1,1,1,0,1,1,0,1,1,1,1,Petrol + CNG,0.09397909397909397,3.5
aj_10810,2019-03-31 16:55:37,2007,9,1,1,0,0,1,0,0,1,1,0,1,Petrol + CNG,0.07975207975207975,3.5
aj_10811,2019-04-11 11:41:24,2011,9,1,1,0,0,0,0,0,0,1,0,1,Diesel,0.0813940813940814,3.0
aj_10812,2019-03-24 13:21:32,2014,4,1,1,0,1,0,1,1,1,1,0,1,Petrol,0.04452104452104452,4.0
aj_10813,2019-04-05 11:41:34,2004,10,0,1,0,0,0,0,0,1,1,0,1,Petrol + CNG,0.12925512925512925,2.5
aj_10814,2019-02-25 17:26:29,2016,7,1,1,1,1,1,1,0,1,1,1,1,Petrol,0.01861201861201861,4.5
aj_10815,2019-03-22 16:45:55,2011,10,1,1,0,1,0,1,0,1,1,0,1,Petrol,0.06337306337306338,4.0
aj_10816,2019-03-09 11:44:38,2012,11,1,1,0,0,0,0,0,0,0,0,1,Petrol + CNG,0.06668706668706668,4.0
aj_10817,2019-01-16 10:01:13,2013,3,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.08223808223808224,4.0
aj_10818,2019-01-20 17:46:43,2013,2,1,1,0,0,0,0,0,0,1,0,1,Petrol + CNG,0.08872308872308872,3.0
aj_10819,2019-01-15 16:56:48,2007,1,1,1,0,0,0,0,0,0,1,0,1,Petrol + CNG,0.09272809272809272,4.0
aj_10820,2019-01-18 15:25:27,2010,1,1,1,1,1,1,1,0,1,1,1,1,Petrol,0.08348508348508349,4.5
aj_10821,2019-01-20 10:42:41,2010,8,1,1,0,1,0,0,1,1,1,0,1,Petrol,0.08028008028008028,3.5
aj_10822,2019-02-01 13:24:39,2014,9,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.06361806361806362,4.0
aj_10823,2019-01-09 17:02:31,2010,1,0,1,0,1,0,1,1,1,1,0,1,Petrol,0.08906408906408907,3.5
aj_10824,2019-04-02 14:13:59,2013,4,1,1,0,0,0,0,1,1,1,1,1,Diesel,0.06774506774506775,3.0
aj_10825,2019-04-10 12:06:25,2009,2,1,1,0,0,1,0,0,1,1,0,0,Petrol,0.08198208198208198,4.0
aj_10826,2019-04-13 12:12:12,2008,9,1,1,0,1,1,1,0,1,1,0,1,Petrol,0.04543404543404543,3.5
aj_10827,2019-01-07 10:43:53,2015,11,1,1,1,1,1,0,0,1,1,0,1,Petrol + CNG,0.06069206069206069,3.5
aj_10828,2019-01-08 17:13:01,2007,1,1,1,0,0,1,0,0,0,1,0,1,Petrol,0.06471806471806472,2.5
aj_10829,2019-02-19 14:09:24,2007,7,0,1,0,0,0,0,0,0,1,0,0,Petrol + CNG,0.22904422904422905,3.0
aj_10830,2019-02-17 15:18:20,2015,4,1,1,0,1,0,1,0,1,1,1,1,Petrol + CNG,0.05564305564305564,3.5
aj_10831,2019-02-01 12:29:48,2018,2,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.007975007975007975,5.0
aj_10832,2019-03-27 10:34:38,2011,10,1,1,0,0,0,0,0,0,1,0,0,Diesel,0.11262411262411262,3.0
aj_10833,2019-03-14 15:59:19,2011,1,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.020947020947020948,4.0
aj_10834,2019-03-27 14:36:35,2015,4,1,1,0,1,0,1,0,1,1,1,1,Petrol,0.06472406472406472,4.0
aj_10835,2019-03-23 19:17:31,2012,5,1,1,1,1,1,1,0,1,1,1,1,Diesel,0.17818117818117818,4.0
aj_10836,2019-04-02 18:34:31,2013,10,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.08392008392008392,4.0
aj_10837,2019-03-24 17:18:39,2016,5,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.017251017251017253,3.5
aj_10838,2019-03-31 15:37:13,2008,1,1,1,1,1,1,1,0,1,1,1,1,Petrol,0.06387406387406387,4.0
aj_10839,2019-03-20 10:08:48,2014,3,1,1,0,1,0,0,0,1,1,1,1,Petrol + CNG,0.06498206498206498,3.0
aj_10840,2019-03-20 14:59:35,2008,2,1,1,0,0,1,1,0,1,1,0,1,Petrol + CNG,0.10482710482710483,4.0
aj_10841,2019-03-17 17:12:22,2009,6,0,1,0,1,0,1,0,1,1,0,1,Petrol,0.04915504915504915,4.0
aj_10842,2019-04-01 13:25:58,2010,9,1,1,0,0,0,1,0,1,1,1,1,Diesel,0.10178510178510179,3.5
aj_10843,2019-02-21 16:42:52,2017,1,1,1,0,1,0,1,1,1,1,1,1,Diesel,0.021705021705021706,4.5
aj_10844,2019-02-25 19:46:58,2016,4,1,1,0,0,0,0,0,1,1,1,1,Petrol + CNG,0.08915008915008915,4.0
aj_10845,2019-03-07 15:20:15,2011,2,1,1,0,1,0,1,0,0,1,0,1,Diesel,0.14405514405514405,4.0
aj_10846,2019-03-03 11:14:52,2013,2,1,1,0,1,0,0,0,1,1,0,1,Petrol + CNG,0.1403861403861404,4.0
aj_10847,2019-02-24 15:07:10,2011,10,1,1,1,1,1,1,1,1,1,0,1,Petrol,0.03193903193903194,5.0
aj_10848,2019-02-23 13:25:20,2010,1,1,1,0,1,1,0,0,0,1,1,1,Diesel,0.08727908727908727,4.0
aj_10849,2019-03-01 11:15:52,2009,3,0,1,0,1,0,1,0,0,1,0,1,Petrol + CNG,0.07155207155207155,3.5
aj_10850,2019-03-07 15:23:42,2013,11,1,1,0,1,0,1,0,1,1,0,1,Diesel,0.06452606452606452,3.0
aj_10851,2019-01-27 13:43:31,2011,12,1,1,0,1,1,1,1,1,1,0,1,Petrol,0.05317705317705318,4.0
aj_10852,2019-01-29 16:51:46,2012,4,0,1,0,0,0,0,0,1,1,0,0,Petrol + CNG,0.06492206492206493,3.0
aj_10853,2019-03-07 12:47:32,2010,1,1,1,0,1,0,1,0,1,1,0,1,Petrol,0.06053606053606054,3.5
aj_10854,2019-01-10 13:42:48,2007,2,1,1,0,0,1,1,0,0,0,0,1,Petrol + CNG,0.15562015562015563,2.5
aj_10855,2019-01-23 17:16:23,2007,3,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.11843711843711843,4.0
aj_10856,2019-01-09 14:11:36,2004,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.03661903661903662,1.0
aj_10857,2019-04-12 18:01:03,2017,2,1,1,1,1,1,1,0,1,1,1,1,Diesel,0.05347505347505348,4.0
aj_10858,2019-04-13 13:45:26,2009,7,1,1,1,0,1,0,0,1,1,1,1,Petrol + CNG,0.07157607157607157,4.0
aj_10859,2019-04-13 16:48:32,2016,6,1,1,0,1,0,1,0,1,1,0,1,Petrol,0.054433054433054434,4.0
aj_10860,2019-02-05 17:47:33,2009,3,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.07965007965007966,1.0
aj_10861,2019-01-06 11:42:24,2014,9,1,1,0,1,0,1,1,1,1,0,1,Diesel,0.13815413815413816,4.5
aj_10862,2019-01-19 17:36:43,2012,1,1,1,0,1,0,0,0,1,1,0,1,Diesel,0.024037024037024037,4.0
aj_10863,2019-01-06 14:49:32,2012,5,1,1,0,1,0,1,0,0,1,1,1,Diesel,0.07185507185507185,4.0
aj_10864,2019-02-17 14:04:04,2015,2,1,1,1,0,1,0,0,1,1,0,1,Diesel,0.045291045291045294,4.0
aj_10865,2019-02-04 13:11:13,2010,6,1,1,0,0,0,0,0,1,1,0,1,Petrol,0.05941405941405942,4.0
aj_10866,2019-02-14 12:22:00,2009,1,1,1,0,0,1,0,0,1,1,1,1,Diesel,0.11417111417111417,3.5
aj_10867,2019-02-24 14:26:16,2015,9,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.002412002412002412,5.0
aj_10868,2019-02-23 13:41:07,2012,11,1,1,0,1,1,1,1,1,1,1,1,Diesel,0.09430909430909432,3.5
aj_10869,2019-02-17 16:53:18,2005,1,0,1,0,0,0,1,0,1,1,1,1,Petrol,0.019955019955019956,2.5
aj_10870,2019-02-08 16:38:16,2010,1,1,1,0,0,1,0,0,1,1,0,1,Diesel,0.05242105242105242,4.0
aj_10871,2019-04-03 18:28:14,2004,12,1,1,0,0,1,1,0,1,1,1,1,Petrol,0.07961007961007961,4.0
aj_10872,2019-03-14 16:08:14,2012,1,1,1,0,1,0,1,0,1,1,1,1,Diesel,0.09035609035609035,4.0
aj_10873,2019-03-22 17:38:44,2006,2,1,1,0,1,0,1,0,1,1,0,0,Petrol,0.03742503742503742,3.5
aj_10874,2019-03-31 11:56:19,2013,7,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.07577407577407577,4.0
aj_10875,2019-03-18 17:37:40,2016,2,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.016248016248016247,5.0
aj_10876,2019-03-31 11:50:53,2015,5,1,1,1,1,1,1,0,1,1,1,1,Petrol,0.05766105766105766,4.0
aj_10877,2019-03-17 14:06:11,1999,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.07312107312107312,1.0
aj_10878,2019-03-14 17:05:11,2012,3,1,1,1,1,1,1,0,1,1,1,1,Diesel,0.04025504025504025,3.0
aj_10879,2019-04-02 12:21:24,2017,5,0,1,0,1,1,0,0,1,1,0,1,Petrol,0.012004012004012004,3.5
aj_10880,2019-04-02 11:11:03,2010,2,1,1,0,0,0,1,0,1,1,1,1,Petrol + CNG,0.08975608975608976,3.0
aj_10881,2019-03-08 11:49:49,2011,7,0,1,1,1,1,1,0,1,1,0,1,Diesel,0.10840610840610841,4.0
aj_10882,2019-02-22 13:02:59,2011,5,1,1,0,1,1,1,0,0,1,0,1,Diesel,0.1162001162001162,3.5
aj_10883,2019-02-25 13:10:53,2012,6,1,1,0,1,1,1,0,1,1,0,0,Petrol,0.07137207137207137,4.0
aj_10884,2019-03-05 17:07:46,2009,2,0,1,0,1,1,1,0,0,1,0,1,Petrol,0.08367808367808367,3.0
aj_10885,2019-03-17 13:34:30,2010,6,1,1,0,0,0,0,0,0,1,0,0,Petrol + CNG,0.12016812016812017,3.5
aj_10886,2019-01-21 18:35:21,2004,12,1,1,1,1,1,1,1,1,1,1,1,Petrol + CNG,0.1511061511061511,1.0
aj_10887,2019-01-20 12:04:52,2010,6,1,1,0,0,0,0,0,0,1,0,1,Petrol + CNG,0.05941905941905942,4.0
aj_10888,2019-01-30 16:32:17,2005,10,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.1176001176001176,3.0
aj_10889,2019-01-10 13:53:52,2008,1,0,1,0,0,0,1,0,1,1,0,0,Petrol + CNG,0.10262210262210263,3.5
aj_10890,2019-02-02 16:12:25,2011,4,0,1,0,1,1,0,0,1,1,1,1,Petrol,0.07680507680507681,3.0
aj_10891,2019-03-31 17:02:42,2005,10,1,1,0,0,0,0,0,0,1,1,1,Petrol + CNG,0.09253709253709254,3.5
aj_10892,2019-03-31 15:46:03,2012,2,1,1,0,1,1,1,0,1,1,0,1,Petrol,0.021879021879021878,4.0
aj_10893,2019-02-06 13:17:42,2013,12,1,1,0,0,0,0,0,1,1,0,0,Diesel,0.09813909813909814,3.0
aj_10894,2019-01-06 13:22:29,2006,8,0,1,0,0,0,0,0,1,1,0,1,Petrol,0.07174107174107174,4.0
aj_10895,2019-01-06 11:53:39,2018,1,1,1,0,1,1,1,1,1,1,1,1,Diesel,0.01424001424001424,4.0
aj_10896,2019-02-09 14:07:19,2005,2,0,1,0,0,0,0,0,0,1,0,1,Petrol + CNG,0.08870908870908871,3.0
aj_10897,2019-03-12 10:26:03,2014,2,1,1,1,1,1,1,0,1,1,0,1,Diesel,0.0635010635010635,3.5
aj_10898,2019-02-19 10:23:44,2011,10,1,1,0,0,1,0,1,1,1,0,1,Petrol + CNG,0.07066907066907067,4.5
aj_10899,2019-02-12 17:23:24,2006,5,0,1,0,0,0,0,0,0,1,0,1,Petrol,0.06462806462806463,3.5
aj_10900,2019-02-28 18:48:15,2011,4,1,1,1,1,1,0,1,1,1,1,1,Petrol + CNG,0.08183508183508184,3.5
aj_10901,2019-03-23 15:56:29,2015,5,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.006985006985006985,5.0
aj_10902,2019-03-30 16:21:10,2007,4,1,1,0,0,0,0,0,1,1,1,1,Petrol + CNG,0.11080511080511081,3.5
aj_10903,2019-03-19 14:29:10,2009,12,0,1,0,1,0,0,0,1,1,0,0,Petrol,0.0826960826960827,3.0
aj_10904,2019-03-24 13:24:45,2012,8,1,1,0,1,1,1,0,1,1,0,1,Diesel,0.0503000503000503,4.0
aj_10905,2019-03-03 18:09:58,2006,4,0,1,0,0,0,0,0,1,1,0,0,Petrol,0.0822030822030822,4.0
aj_10906,2019-03-09 15:59:34,2004,3,1,1,0,0,0,1,0,1,1,1,1,Petrol + CNG,0.08882008882008882,1.0
aj_10907,2019-02-25 16:21:46,2012,7,1,1,1,1,1,1,0,1,1,1,1,Diesel,0.06261406261406262,4.0
aj_10908,2019-01-29 16:51:46,2011,6,1,1,0,0,0,1,0,1,1,1,1,Petrol,0.04931604931604932,3.5
aj_10909,2019-01-14 11:13:50,2017,5,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.05056605056605057,4.0
aj_10910,2019-01-27 16:59:34,2010,5,1,1,0,1,0,1,0,1,1,1,1,Petrol + LPG,0.04331804331804332,4.0
aj_10911,2019-03-17 15:28:13,2013,2,0,1,0,1,1,0,0,1,1,0,1,Diesel,0.04722704722704723,3.5
aj_10912,2019-01-15 13:33:03,2010,8,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.12155212155212156,3.5
aj_10913,2019-01-19 13:46:53,2014,1,1,1,0,1,0,1,0,1,1,1,1,Diesel,0.12184712184712185,4.0
aj_10914,2019-01-14 13:26:44,2016,2,1,1,0,1,1,1,0,0,1,0,1,Diesel,0.07102007102007102,3.0
aj_10915,2019-01-11 12:57:55,2011,5,1,1,0,1,1,1,0,1,1,0,1,Diesel,0.065989065989066,3.5
aj_10916,2019-01-18 13:09:27,2011,11,0,1,0,0,0,0,0,0,1,0,1,Petrol + CNG,0.06778706778706779,3.0
aj_10917,2019-03-31 16:09:01,2009,7,1,1,1,1,1,1,1,0,1,1,1,Petrol,0.03798503798503799,4.0
aj_10918,2019-03-31 15:33:37,2012,10,1,1,0,1,0,0,0,1,1,1,1,Petrol,0.016975016975016976,4.0
aj_10919,2019-04-11 17:39:22,2012,10,1,1,0,0,0,0,0,0,1,0,0,Diesel,0.14078814078814078,3.5
aj_10920,2019-04-02 18:00:13,2013,6,1,1,0,1,0,1,0,1,1,1,1,Diesel,0.0932060932060932,3.5
aj_10921,2019-04-06 10:57:41,2009,2,1,1,0,0,0,0,0,1,1,0,0,Petrol + CNG,0.13053413053413054,3.5
aj_10922,2019-02-20 15:46:34,2009,4,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.20816120816120817,1.0
aj_10923,2019-02-19 14:27:22,2008,7,1,1,1,0,1,0,0,0,1,1,1,Petrol + CNG,0.08561608561608562,4.0
aj_10924,2019-04-06 12:17:41,2008,2,1,1,0,0,1,0,0,1,1,0,0,Petrol,0.0965960965960966,2.5
aj_10925,2019-03-14 12:09:31,2010,11,1,1,0,1,0,1,0,0,1,1,1,Diesel,0.1126981126981127,4.0
aj_10926,2019-04-07 14:47:05,2009,3,1,1,0,1,0,1,0,0,1,1,1,Petrol,0.06221906221906222,3.0
aj_10927,2019-04-06 13:02:41,2011,5,1,1,0,1,1,1,1,1,1,1,1,Petrol,0.034257034257034254,4.5
aj_10928,2019-03-14 14:16:15,2017,5,1,1,0,0,1,0,0,1,1,1,1,Diesel,0.04035604035604035,4.0
aj_10929,2019-03-03 12:09:59,2011,6,0,1,0,1,0,0,0,1,1,0,0,Diesel,0.07906007906007906,4.0
aj_10930,2019-03-05 16:06:36,2011,11,1,1,1,1,0,0,0,1,1,0,0,Petrol,0.01765901765901766,4.0
aj_10931,2019-03-08 15:55:35,2014,4,0,1,0,1,1,1,0,1,1,1,1,Diesel,0.06013106013106013,4.0
aj_10932,2019-02-24 15:53:59,2008,1,1,1,0,1,1,1,0,1,1,0,0,Petrol + CNG,0.11687111687111687,3.5
aj_10933,2019-01-25 11:59:11,2008,1,0,0,0,0,0,0,0,0,1,0,0,Petrol + CNG,0.07513407513407513,3.0
aj_10934,2019-01-10 14:12:34,2011,7,1,1,0,0,0,0,0,0,1,1,1,Diesel,0.07499507499507499,3.5
aj_10935,2019-04-14 10:25:37,2009,11,1,1,0,1,1,1,0,0,1,0,1,Petrol,0.03364003364003364,3.5
aj_10936,2019-04-12 17:15:18,2012,3,1,1,0,1,1,1,0,1,1,1,1,Petrol + CNG,0.0927080927080927,4.0
aj_10937,2019-02-06 15:42:39,2011,9,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.045233045233045235,4.0
aj_10938,2019-02-01 15:13:31,2012,2,1,1,0,1,1,0,0,1,1,1,1,Petrol,0.10228510228510229,4.0
aj_10939,2019-02-09 13:50:50,2016,10,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.03249103249103249,4.0
aj_10940,2019-01-31 17:12:03,2013,3,1,1,1,1,1,0,0,1,1,1,1,Diesel,0.07955107955107955,4.0
aj_10941,2019-03-29 15:20:03,2013,7,1,1,1,1,1,0,1,1,1,1,1,Diesel,0.022531022531022533,4.0
aj_10942,2019-03-16 11:42:09,2012,10,1,1,1,1,1,1,0,1,1,0,1,Diesel,0.11035111035111035,4.0
aj_10943,2019-04-01 12:31:13,2008,2,1,1,0,0,0,0,0,1,1,0,1,Petrol + CNG,0.06204806204806205,4.0
aj_10944,2019-03-18 19:11:10,2005,4,0,1,0,0,0,1,0,1,1,1,1,Petrol,0.09178609178609179,3.5
aj_10945,2019-03-08 18:07:57,2004,6,0,1,0,0,0,0,0,0,1,0,0,Petrol,0.10877810877810878,3.5
aj_10946,2019-03-09 13:00:11,2013,10,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.05951305951305951,4.0
aj_10947,2019-03-04 12:13:58,2012,1,1,1,1,0,1,1,1,1,1,0,1,Petrol + CNG,0.05969205969205969,3.5
aj_10948,2019-03-04 12:26:37,2013,3,1,1,0,1,0,1,1,0,1,1,1,Petrol + CNG,0.05505205505205505,4.0
aj_10949,2019-03-16 10:19:21,2018,4,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.006442006442006442,5.0
aj_10950,2019-02-25 17:20:17,2018,9,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.004323004323004323,5.0
aj_10951,2019-02-25 10:52:27,2015,7,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.015661015661015663,4.5
aj_10952,2019-03-06 12:56:45,2010,4,1,1,0,1,1,1,0,1,1,0,0,Diesel,0.12220712220712221,4.0
aj_10953,2019-02-28 12:22:31,2016,8,1,1,0,1,1,0,0,1,1,1,0,Petrol,0.0256980256980257,4.0
aj_10954,2019-02-02 17:15:48,2012,1,1,1,0,0,1,1,0,1,1,0,1,Petrol,0.06446306446306446,3.5
aj_10955,2019-02-01 14:51:58,2011,2,1,1,0,0,0,1,0,1,0,0,1,Petrol,0.03715103715103715,3.0
aj_10956,2019-01-10 15:10:55,2008,11,1,1,0,0,1,0,0,1,1,0,0,Petrol,0.07715407715407716,3.5
aj_10957,2019-01-13 17:16:23,2018,1,1,1,0,1,1,1,1,1,1,1,1,Diesel,0.020923020923020924,5.0
aj_10958,2019-01-27 15:25:37,2012,5,1,1,0,0,1,1,0,1,1,1,1,Petrol + CNG,0.05782105782105782,3.0
aj_10959,2019-01-13 15:24:40,2011,8,1,1,1,1,1,0,1,1,1,0,1,Petrol + CNG,0.06214106214106214,4.0
aj_10960,2019-01-20 14:57:15,2013,9,1,1,0,1,1,0,0,1,1,1,1,Diesel,0.07480507480507481,4.0
aj_10961,2019-01-29 16:10:32,2011,1,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.15187815187815187,4.0
aj_10962,2019-01-27 13:26:32,2012,2,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.11346511346511347,4.0
aj_10963,2019-03-31 17:04:33,2008,1,1,1,1,0,1,0,0,1,0,1,1,Petrol + CNG,0.06673306673306674,2.5
aj_10964,2019-04-13 16:12:43,2014,11,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.06826806826806826,4.0
aj_10965,2019-04-13 16:20:15,2012,4,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.08635208635208635,4.0
aj_10966,2019-01-03 10:18:28,2010,8,1,1,0,1,1,1,1,1,1,1,1,Petrol,0.05926305926305926,4.0
aj_10967,2019-01-06 16:20:18,2004,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.13218213218213218,1.0
aj_10968,2019-02-13 17:34:13,2009,6,0,1,1,1,1,1,0,1,1,1,1,Petrol + CNG,0.059632059632059635,3.5
aj_10969,2019-01-05 13:26:05,2004,1,0,1,0,0,0,0,0,0,0,0,0,Petrol,0.08705508705508705,1.0
aj_10970,2019-02-19 15:16:09,2010,5,1,1,0,0,0,0,0,1,1,0,0,Petrol,0.05038405038405038,3.5
aj_10971,2019-02-07 16:09:58,2010,2,1,1,1,1,1,0,0,0,1,0,1,Diesel,0.09625809625809625,3.5
aj_10972,2019-02-13 15:12:49,2016,7,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.017074017074017074,5.0
aj_10973,2019-02-11 11:26:05,2007,1,1,1,0,0,0,0,0,1,1,1,1,Petrol,0.06875906875906876,4.0
aj_10974,2019-02-09 18:13:04,2005,4,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.10682010682010681,1.0
aj_10975,2019-02-06 17:07:10,2006,11,1,1,0,1,0,0,0,1,1,1,1,Petrol + CNG,0.07111807111807111,4.0
aj_10976,2019-03-02 17:31:50,2010,1,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.04516104516104516,4.0
aj_10977,2019-03-20 11:34:26,2009,11,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.13841913841913842,4.0
aj_10978,2019-03-13 14:38:44,2011,3,1,1,0,0,1,1,0,1,1,1,1,Diesel,0.0584010584010584,4.0
aj_10979,2019-03-07 17:27:58,2012,12,1,1,0,1,0,0,0,1,1,0,1,Diesel,0.03743803743803744,4.0
aj_10980,2019-02-26 13:16:47,2012,2,1,1,0,1,0,1,0,1,1,0,1,Diesel,0.039955039955039955,3.5
aj_10981,2019-03-11 16:14:18,2016,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.03266003266003266,5.0
aj_10982,2019-02-24 13:29:58,2012,12,1,1,0,1,0,1,0,1,1,1,1,Petrol,0.05315005315005315,4.0
